# record,      epoch,      desig, name
90003012,       2003,  C/2003 J8, SOHO
90003013,       2003,  C/2003 J9, SOHO
90003014,       2003,  C/2003 K1, Spacewatch
90003015,       2003,  C/2003 K3, SOHO
90003016,       2004,  C/2003 K4, LINEAR
90003017,       2003,  C/2003 K5, SOHO
90003018,       2003,  C/2003 K6, SOHO
90003019,       2003,  C/2003 K7, SOHO
90003020,       2003,  C/2003 K8, SOHO
90003021,       2003,  C/2003 K9, SOHO
90003022,       2003, C/2003 K10, SOHO
90003023,       2003, C/2003 K11, SOHO
90003024,       2003, C/2003 K12, SOHO
90003025,       2003, C/2003 K13, SOHO
90003026,       2003,  C/2003 L2, LINEAR
90003027,       2003,  C/2003 L3, SOHO
90003028,       2003,  C/2003 L4, SOHO
90003029,       2003,  C/2003 L5, SOHO
90003030,       2003,  C/2003 L6, SOHO
90003031,       2003,  C/2003 L7, SOHO
90003032,       2003,  C/2003 L8, SOHO
90003033,       2003,  C/2003 M1, SOHO
90003034,       2003,  C/2003 M2, SOHO
90003035,       2003,  C/2003 M3, SOHO
90003036,       2003,  C/2003 M4, SOHO
90003037,       2003,  C/2003 M5, SOHO
90003038,       2003,  C/2003 M6, SOHO
90003039,       2003,  C/2003 M7, SOHO
90003040,       2003,  C/2003 M8, SOHO
90003041,       2003,  C/2003 M9, SOHO
90003042,       2003, C/2003 M10, SOHO
90003043,       2003, C/2003 M11, SOHO
90003044,       2003, C/2003 M12, SOHO
90003045,       2003,  C/2003 N1, SOHO
90003046,       2003,  C/2003 N2, SOHO
90003047,       2004,  C/2003 O1, LINEAR
90003048,       2003,  C/2003 O4, SOHO
90003049,       2003,  C/2003 O5, SOHO
90003050,       2003,  C/2003 O6, SOHO
90003051,       2003,  C/2003 O7, SOHO
90003052,       2003,  C/2003 O8, SOHO
90003053,       2003,  C/2003 P1, SOHO
90003054,       2003,  C/2003 P2, SOHO
90003055,       2003,  C/2003 P3, SOHO
90003056,       2003,  C/2003 Q1, SOHO
90003057,       2003,  C/2003 Q2, SOHO
90003058,       2003,  C/2003 Q3, SOHO
90003059,       2003,  C/2003 Q4, SOHO
90003060,       2003,  C/2003 Q5, SOHO
90003061,       2003,  C/2003 Q6, SOHO
90003062,       2003,  C/2003 Q7, SOHO
90003063,       2003,  C/2003 Q8, SOHO
90003064,       2003,  C/2003 Q9, SOHO
90003065,       2003, C/2003 Q10, SOHO
90003066,       2003, P/2003 QX29, NEAT
90003067,       2003,  C/2003 R1, LINEAR
90003068,       2003,  C/2003 R2, SOHO
90003069,       2003,  C/2003 R3, SOHO
90003070,       2003,  C/2003 R4, SOHO
90003071,       2003,  C/2003 S3, LINEAR
90003074,       2003,  C/2003 S5, SOHO
90003075,       2003,  C/2003 S6, SOHO
90003076,       2003,  C/2003 S7, SOHO
90003077,       2003,  C/2003 S8, SOHO
90003078,       2003,  C/2003 S9, SOHO
90003079,       2003,  C/2003 T2, LINEAR
90003080,       2004,  C/2003 T3, Tabur
90003081,       2004,  C/2003 T4, LINEAR
90003082,       2003,  C/2003 T5, SOHO
90003083,       2003,  C/2003 T6, SOHO
90003084,       2003,  C/2003 T7, SOHO
90003085,       2003,  C/2003 T8, SOHO
90003086,       2003,  C/2003 T9, SOHO
90003087,       2003, C/2003 T10, SOHO
90003088,       2003, C/2003 T11, SOHO
90003089,       2012, P/2003 T12, SOHO
90003090,       2003,  C/2003 U1, LINEAR
90003091,       2003,  C/2003 U4, SOHO
90003092,       2003,  C/2003 U5, SOHO
90003093,       2003,  C/2003 U6, SOHO
90003094,       2003,  C/2003 U7, SOHO
90003095,       2003,  C/2003 U8, SOHO
90003096,       2003,  C/2003 U9, SOHO
90003097,       2004,  C/2003 V1, LINEAR
90003098,       2003,  C/2003 V2, SOHO
90003099,       2003,  C/2003 V3, SOHO
90003100,       2003,  C/2003 V4, SOHO
90003101,       2003,  C/2003 V5, SOHO
90003102,       2003,  C/2003 V6, SOHO
90003103,       2003,  C/2003 V7, SOHO
90003104,       2003,  C/2003 V8, SOHO
90003105,       2003,  C/2003 W1, LINEAR
90003106,       2003,  C/2003 W2, SOHO
90003107,       2003,  C/2003 W3, SOHO
90003108,       2003,  C/2003 W4, SOHO
90003109,       2003,  C/2003 W5, SOHO
90003110,       2003,  C/2003 W6, SOHO
90003111,       2003,  C/2003 W7, SOHO
90003112,       2003,  C/2003 W8, SOHO
90003113,       2006, C/2003 WT42, LINEAR
90003114,       2003,  C/2003 X1, SOHO
90003115,       2003,  C/2003 X2, SOHO
90003116,       2003,  C/2003 X3, SOHO
90003117,       2003,  C/2003 X4, SOHO
90003118,       2003,  C/2003 X5, SOHO
90003119,       2003,  C/2003 X6, SOHO
90003120,       2003,  C/2003 X7, SOHO
90003121,       2003,  C/2003 X8, SOHO
90003122,       2003,  C/2003 X9, SOHO
90003123,       2003, C/2003 X10, SOHO
90003124,       2003, C/2003 X11, SOHO
90003125,       2003,  C/2003 Y1, SOHO
90003126,       2003,  C/2003 Y2, SOHO
90003127,       2003,  C/2003 Y3, SOHO
90003128,       2003,  C/2003 Y4, SOHO
90003129,       2003,  C/2003 Y5, SOHO
90003130,       2003,  C/2003 Y6, SOHO
90003131,       2003,  C/2003 Y7, SOHO
90003132,       2003,  C/2003 Y8, SOHO
90003133,       2003,  C/2003 Y9, SOHO
90003134,       2003, C/2003 Y10, SOHO
90003135,       2003, C/2003 Y11, SOHO
90003136,       2003, C/2003 Y12, SOHO
90003137,       2003, C/2003 Y13, SOHO
90003138,       2003, C/2003 Y14, SOHO
90003139,       2004, C/2003 Y15, SOHO
90003140,       2004,  C/2004 A2, SOHO
90003141,       2004,  C/2004 A3, SOHO
90003142,       2004,  C/2004 A4, SOHO
90003143,       2006,  C/2004 B1, LINEAR
90003144,       2004,  C/2004 B2, SOHO
90003145,       2004,  C/2004 B3, SOHO
90003146,       2004,  C/2004 B4, SOHO
90003147,       2004,  C/2004 B5, SOHO
90003148,       2004,  C/2004 B6, SOHO
90003149,       2004,  C/2004 B7, SOHO
90003150,       2004,  C/2004 B8, SOHO
90003151,       2004,  C/2004 B9, SOHO
90003152,       2004, C/2004 B10, SOHO
90003153,       2004, C/2004 B11, SOHO
90003154,       2004,  C/2004 C1, Larsen
90003155,       2004,  C/2004 C2, SOHO
90003156,       2004,  C/2004 C3, SOHO
90003157,       2004,  C/2004 C4, SOHO
90003158,       2004,  C/2004 C5, SOHO
90003159,       2004,  C/2004 C6, SOHO
90003160,       2004,  C/2004 C7, SOHO
90003161,       2004,  C/2004 C8, SOHO
90003162,       2005,  C/2004 D1, NEAT
90003163,       2004,  C/2004 D2, SOHO
90003164,       2004,  C/2004 D3, SOHO
90003165,       2004,  C/2004 D4, SOHO
90003166,       2004, C/2004 DZ61, Catalina-LINEAR
90003167,       2004,  C/2004 E1, SOHO
90003168,       2004,  C/2004 E3, SOHO
90003169,       2004,  C/2004 E4, SOHO
90003170,       2004,  C/2004 E5, SOHO
90003171,       2004,  C/2004 F2, LINEAR
90003172,       2004,  C/2004 F4, Bradfield
90003173,       2004,  C/2004 F5, SOHO
90003174,       2004,  C/2004 F6, SOHO
90003175,       2004,  C/2004 F7, SOHO
90003176,       2004, P/2004 FY140, LINEAR
90003177,       2004,  C/2004 G1, LINEAR
90003178,       2004,  C/2004 G2, SOHO
90003179,       2004,  C/2004 G3, SOHO
90003180,       2004,  C/2004 G4, SOHO
90003181,       2004,  C/2004 G5, SOHO
90003182,       2004,  C/2004 G6, SOHO
90003183,       2004,  C/2004 G7, SOHO
90003184,       2004,  C/2004 G8, SOHO
90003185,       2004,  C/2004 G9, SOHO
90003186,       2004,  C/2004 H1, LINEAR
90003187,       2004,  C/2004 H4, SOHO
90003188,       2004,  C/2004 H5, SOHO
90003189,       2004,  C/2004 H6, SWAN
90003190,       2004,  C/2004 H7, SOHO
90003191,       2004,  C/2004 H8, SOHO
90003192,       2004,  C/2004 H9, SOHO
90003193,       2004, C/2004 H10, SOHO
90003194,       2004, C/2004 HV60, Spacewatch
90003195,       2004,  C/2004 J1, SOHO
90003196,       2004,  C/2004 J2, SOHO
90003197,       2004,  C/2004 J3, SOHO
90003198,       2004,  C/2004 J4, SOHO
90003199,       2004,  C/2004 J5, SOHO
90003200,       2004,  C/2004 J6, SOHO
90003201,       2004,  C/2004 J7, SOHO
90003202,       2004,  C/2004 J8, SOHO
90003203,       2004,  C/2004 J9, SOHO
90003204,       2004, C/2004 J10, SOHO
90003205,       2004, C/2004 J11, SOHO
90003206,       2004, C/2004 J12, SOHO
90003207,       2004, C/2004 J13, SOHO
90003208,       2004, C/2004 J14, SOHO
90003209,       2004, C/2004 J15, SOHO
90003210,       2004, C/2004 J16, SOHO
90003211,       2004, C/2004 J17, SOHO
90003212,       2004, C/2004 J18, SOHO
90003213,       2004, C/2004 J19, SOHO
90003214,       2004, C/2004 J20, SOHO
90003215,       2005,  C/2004 K1, Catalina
90003216,       2004,  C/2004 K3, LINEAR
90003217,       2004,  C/2004 K4, SOHO
90003218,       2004,  C/2004 K5, SOHO
90003219,       2004,  C/2004 K6, SOHO
90003220,       2004,  C/2004 K7, SOHO
90003221,       2004,  C/2004 K8, SOHO
90003222,       2004,  C/2004 K9, SOHO
90003223,       2004, C/2004 K10, SOHO
90003224,       2004, C/2004 K11, SOHO
90003225,       2004, C/2004 K12, SOHO
90003226,       2005,  C/2004 L1, LINEAR
90003227,       2005,  C/2004 L2, LINEAR
90003228,       2004,  C/2004 L3, SOHO
90003229,       2004,  C/2004 L4, SOHO
90003230,       2004,  C/2004 L5, SOHO
90003231,       2004,  C/2004 L6, SOHO
90003232,       2004,  C/2004 L7, SOHO
90003233,       2004,  C/2004 L8, SOHO
90003234,       2004,  C/2004 L9, SOHO
90003235,       2004, C/2004 L10, SOHO
90003236,       2004, C/2004 L11, SOHO
90003237,       2004,  C/2004 M1, SOHO
90003238,       2004,  C/2004 M2, SOHO
90003239,       2004,  C/2004 M3, SOHO
90003240,       2004,  C/2004 M4, SOHO
90003241,       2004,  C/2004 M5, SOHO
90003242,       2004,  C/2004 M6, SOHO
90003243,       2004,  C/2004 M7, SOHO
90003244,       2004,  C/2004 N1, SOHO
90003245,       2004,  C/2004 N2, SOHO
90003246,       2004,  C/2004 N3, SOHO
90003247,       2004,  C/2004 N4, SOHO
90003248,       2004,  C/2004 N5, SOHO
90003249,       2004,  C/2004 N6, SOHO
90003250,       2004,  C/2004 O1, SOHO
90003251,       2004,  C/2004 O2, SOHO
90003252,       2004,  C/2004 O3, SOHO
90003253,       2004,  C/2004 P1, NEAT
90003254,       2004,  C/2004 P2, SOHO
90003255,       2004,  C/2004 P3, SOHO
90003256,       2004,  C/2004 P4, SOHO
90003257,       2004,  C/2004 P5, SOHO
90003258,       2004,  C/2004 P6, SOHO
90003259,       2004,  C/2004 P7, SOHO
90003260,       2004,  C/2004 Q1, Tucker
90003261,       2005,  C/2004 Q2, Machholz
90003262,       2004,  C/2004 Q3, SOHO
90003263,       2004,  C/2004 Q4, SOHO
90003264,       2004,  C/2004 Q5, SOHO
90003265,       2004,  C/2004 Q6, SOHO
90003266,       2004,  C/2004 R2, ASAS
90003267,       2004,  P/2004 R3, LINEAR-NEAT
90003268,       2004,  C/2004 R4, SOHO
90003269,       2004,  C/2004 R5, SOHO
90003270,       2004,  C/2004 R6, SOHO
90003271,       2004,  C/2004 R7, SOHO
90003272,       2005, C/2004 RG113, LINEAR
90003273,       2004,  C/2004 S1, Van Ness
90003274,       2004,  C/2004 S2, SOHO
90003275,       2004,  C/2004 S3, SOHO
90003276,       2004,  C/2004 S4, SOHO
90003277,       2004,  C/2004 T2, SOHO
90003278,       2005,  C/2004 T3, Siding Spring
90003279,       2004,  C/2004 T4, SOHO
90003280,       2004,  C/2004 T5, SOHO
90003281,       2004,  C/2004 T6, SOHO
90003282,       2004,  C/2004 T7, SOHO
90003283,       2004,  C/2004 T8, SOHO
90003284,       2005,  C/2004 U1, LINEAR
90003285,       2004,  C/2004 U2, SOHO
90003286,       2004,  C/2004 U3, SOHO
90003287,       2004,  C/2004 U4, SOHO
90003288,       2004,  C/2004 U5, SOHO
90003289,       2004,  C/2004 U6, SOHO
90003290,       2004,  C/2004 U7, SOHO
90003291,       2004,  C/2004 U8, SOHO
90003292,       2004,  C/2004 U9, SOHO
90003293,       2004, C/2004 U10, SOHO
90003294,       2004, C/2004 U11, SOHO
90003295,       2004, C/2004 U12, SOHO
90003298,       2004,  C/2004 V6, SOHO
90003299,       2004,  C/2004 V7, SOHO
90003300,       2004,  C/2004 V8, SOHO
90003301,       2004, C/2004 V10, SOHO
90003302,       2004, C/2004 V11, SOHO
90003303,       2004, C/2004 V12, SOHO
90003304,       2005, C/2004 V13, SWAN
90003305,       2004, C/2004 V14, SOHO
90003306,       2004, C/2004 V15, SOHO
90003307,       2004,  C/2004 W1, SOHO
90003308,       2004,  C/2004 W2, SOHO
90003309,       2004,  C/2004 W3, SOHO
90003310,       2004,  C/2004 W4, SOHO
90003311,       2004,  C/2004 W5, SOHO
90003312,       2004,  C/2004 W6, SOHO
90003313,       2004,  C/2004 W7, SOHO
90003314,       2004,  C/2004 W8, SOHO
90003315,       2004,  C/2004 W9, SOHO
90003316,       2004, C/2004 W10, SOHO
90003317,       2004, C/2004 W11, SOHO
90003318,       2005,  C/2004 X2, LINEAR
90003319,       2005,  C/2004 X3, LINEAR
90003320,       2004,  C/2004 X4, SOHO
90003321,       2004,  C/2004 X5, SOHO
90003322,       2004,  C/2004 X6, SOHO
90003323,       2004,  C/2004 X8, SOHO
90003324,       2004,  C/2004 X9, SOHO
90003325,       2004, C/2004 X10, SOHO
90003326,       2004, C/2004 X11, SOHO
90003327,       2004,  C/2004 Y2, SOHO
90003328,       2004,  C/2004 Y3, SOHO
90003329,       2004,  C/2004 Y4, SOHO
90003330,       2004,  C/2004 Y5, SOHO
90003331,       2004,  C/2004 Y6, SOHO
90003332,       2004,  C/2004 Y7, SOHO
90003333,       2004,  C/2004 Y8, SOHO
90003334,       2004,  C/2004 Y9, SOHO
90003335,       2004, C/2004 Y10, SOHO
90003336,       2004, C/2004 Y11, SOHO
90003337,       2005, C/2004 Y12, SOHO
90003338,       2005, C/2004 YJ35, LINEAR
90003340,       2005,  C/2005 A2, SOHO
90003341,       2005,  C/2005 A3, SOHO
90003342,       2005,  C/2005 A4, SOHO
90003343,       2005,  C/2005 A5, SOHO
90003344,       2006,  C/2005 B1, Christensen
90003345,       2005,  C/2005 B2, SOHO
90003346,       2005,  C/2005 B3, SOHO
90003347,       2005,  C/2005 B4, SOHO
90003348,       2005,  C/2005 B5, SOHO
90003349,       2005,  C/2005 B6, SOHO
90003350,       2005,  C/2005 C1, SOHO
90003351,       2005,  C/2005 C2, SOHO
90003352,       2005,  C/2005 C3, SOHO
90003353,       2005,  C/2005 C4, SOHO
90003354,       2005,  C/2005 D1, SOHO
90003355,       2005,  C/2005 D2, SOHO
90003356,       2005,  C/2005 D3, SOHO
90003357,       2005,  C/2005 D4, SOHO
90003358,       2005,  C/2005 D5, SOHO
90003359,       2005,  P/2005 E1, Tubbiolo
90003360,       2006,  C/2005 E2, McNaught
90003361,       2005,  C/2005 E3, SOHO
90003362,       2005,  C/2005 E4, SOHO
90003363,       2005,  C/2005 E5, SOHO
90003364,       2005,  C/2005 E6, SOHO
90003365,       2005,  C/2005 E7, SOHO
90003366,       2005,  C/2005 E8, SOHO
90003367,       2005,  C/2005 E9, SOHO
90003368,       2006, C/2005 EL173, LONEOS
90003369,       2005,  C/2005 F1, SOHO
90003370,       2005,  C/2005 F2, SOHO
90003371,       2005,  C/2005 F3, SOHO
90003372,       2005,  C/2005 F4, SOHO
90003373,       2005,  C/2005 F5, SOHO
90003374,       2005,  C/2005 G1, LINEAR
90003375,       2005,  C/2005 G2, SOHO
90003376,       2005,  C/2005 G3, SOHO
90003377,       2005,  C/2005 G4, SOHO
90003378,       2005,  C/2005 G5, SOHO
90003379,       2005,  C/2005 G6, SOHO
90003380,       2005,  C/2005 G7, SOHO
90003381,       2005,  C/2005 H1, LINEAR
90003382,       2005,  C/2005 H2, SOHO
90003383,       2005,  C/2005 H3, SOHO
90003384,       2005,  C/2005 H4, SOHO
90003385,       2005,  C/2005 H5, SOHO
90003386,       2005,  C/2005 H6, SOHO
90003387,       2005,  C/2005 H7, SOHO
90003388,       2005,  C/2005 H8, SOHO
90003389,       2005,  C/2005 H9, SOHO
90003390,       2005,  P/2005 J1, McNaught
90003391,       2005,  C/2005 J2, Catalina
90003392,       2005,  C/2005 J3, SOHO
90003393,       2005,  C/2005 J4, SOHO
90003394,       2005,  C/2005 J5, SOHO
90003395,       2005,  C/2005 J6, SOHO
90003396,       2005,  C/2005 J7, SOHO
90003397,       2005,  C/2005 J8, SOHO
90003398,       2005,  C/2005 J9, SOHO
90003399,       2005, C/2005 J10, SOHO
90003400,       2005, C/2005 J11, SOHO
90003401,       2005, C/2005 J12, SOHO
90003402,       2005,  C/2005 K1, Skiff
90003403,       2005,  C/2005 K2, LINEAR
90003405,       2005,  C/2005 K4, SOHO
90003406,       2005,  C/2005 K5, SOHO
90003407,       2005,  C/2005 K6, SOHO
90003408,       2005,  C/2005 K7, SOHO
90003409,       2005,  C/2005 K8, SOHO
90003410,       2005,  C/2005 K9, SOHO
90003411,       2005, C/2005 K10, SOHO
90003412,       2005,  P/2005 L1, McNaught
90003413,       2005,  C/2005 L2, McNaught
90003414,       2008,  C/2005 L3, McNaught
90003415,       2005,  C/2005 L5, SOHO
90003416,       2005,  C/2005 L6, SOHO
90003417,       2005,  C/2005 L7, SOHO
90003418,       2005,  C/2005 L8, SOHO
90003419,       2005,  C/2005 L9, SOHO
90003420,       2005, C/2005 L10, SOHO
90003421,       2005, C/2005 L11, SOHO
90003422,       2005, C/2005 L12, SOHO
90003423,       2005, C/2005 L13, SOHO
90003424,       2005, C/2005 L14, SOHO
90003425,       2005, C/2005 L15, SOHO
90003426,       2005,  C/2005 M2, SOHO
90003427,       2005,  C/2005 M3, SOHO
90003428,       2005,  C/2005 M4, SOHO
90003429,       2005,  C/2005 M5, SOHO
90003430,       2005,  C/2005 M6, SOHO
90003431,       2005,  C/2005 M7, SOHO
90003432,       2005,  C/2005 M8, SOHO
90003433,       2005,  C/2005 M9, SOHO
90003434,       2005, C/2005 M10, SOHO
90003435,       2005,  C/2005 N1, Juels-Holvorcem
90003436,       2005,  C/2005 N4, Catalina
90003437,       2005,  C/2005 N5, Catalina
90003438,       2005,  C/2005 N6, SOHO
90003439,       2005,  C/2005 N7, SOHO
90003440,       2005,  C/2005 N8, SOHO
90003441,       2005,  C/2005 N9, SOHO
90003442,       2005, C/2005 N10, SOHO
90003443,       2005,  C/2005 O1, NEAT
90003444,       2005,  C/2005 O2, Christensen
90003445,       2005,  C/2005 O3, SOHO
90003446,       2005,  C/2005 O4, SOHO
90003447,       2005,  C/2005 O5, SOHO
90003448,       2005,  C/2005 O6, SOHO
90003449,       2005,  C/2005 P1, SOHO
90003450,       2005,  C/2005 P2, SOHO
90003451,       2005,  C/2005 P3, SWAN
90003452,       2005,  C/2005 P4, SOHO
90003453,       2005,  C/2005 P5, SOHO
90003454,       2005,  C/2005 P6, SOHO
90003455,       2006,  C/2005 Q1, LINEAR
90003456,       2005,  C/2005 Q2, SOHO
90003457,       2005,  C/2005 Q3, SOHO
90003458,       2005,  C/2005 Q5, SOHO
90003459,       2005,  C/2005 Q6, SOHO
90003460,       2005,  C/2005 Q7, SOHO
90003461,       2005,  C/2005 Q8, SOHO
90003462,       2005,  C/2005 Q9, SOHO
90003463,       2005, C/2005 Q10, SOHO
90003464,       2006,  C/2005 R4, LINEAR
90003465,       2005,  C/2005 R5, SOHO
90003466,       2005,  C/2005 R6, SOHO
90003467,       2005,  C/2005 R7, SOHO
90003468,       2005,  C/2005 S1, SOHO
90003469,       2005,  P/2005 S2, Skiff
90003470,       2007,  C/2005 S4, McNaught
90003471,       2005,  C/2005 S5, SOHO
90003472,       2005,  C/2005 S6, SOHO
90003473,       2005,  C/2005 S7, SOHO
90003474,       2005,  C/2005 S8, SOHO
90003475,       2005,  C/2005 S9, SOHO
90003476,       2005, C/2005 S10, SOHO
90003477,       2005, C/2005 S11, SOHO
90003478,       2005, C/2005 S12, SOHO
90003479,       2005, C/2005 S13, SOHO
90003480,       2007, P/2005 SB216, LONEOS
90003481,       2005,  P/2005 T3, Read
90003482,       2005,  P/2005 T4, SWAN
90003483,       2005,  P/2005 T5, Broughton
90003484,       2005,  C/2005 T6, SOHO
90003485,       2005,  C/2005 T7, SOHO
90003486,       2005,  C/2005 T8, SOHO
90003487,       2005,  C/2005 T9, SOHO
90003488,       2005, C/2005 T10, SOHO
90003489,       2005, C/2005 T11, SOHO
90003490,       2005,  C/2005 U2, SOHO
90003491,       2005,  C/2005 U3, SOHO
90003492,       2005,  C/2005 U4, SOHO
90003493,       2005,  C/2005 U5, SOHO
90003494,       2005,  C/2005 U6, SOHO
90003495,       2005,  C/2005 U7, SOHO
90003496,       2005,  C/2005 U8, SOHO
90003497,       2005,  C/2005 V2, SOHO
90003498,       2005,  C/2005 V3, SOHO
90003499,       2005,  C/2005 V4, SOHO
90003500,       2005,  C/2005 V5, SOHO
90003501,       2005,  C/2005 V6, SOHO
90003502,       2005,  C/2005 V7, SOHO
90003503,       2005,  C/2005 V8, SOHO
90003504,       2005,  C/2005 V9, SOHO
90003505,       2005,  C/2005 W1, SOHO
90003506,       2005,  C/2005 W2, Christensen
90003507,       2005,  C/2005 W5, SOHO
90003508,       2005,  C/2005 W6, SOHO
90003509,       2005,  C/2005 W7, SOHO
90003510,       2005,  C/2005 W8, SOHO
90003511,       2005,  C/2005 W9, SOHO
90003512,       2005, C/2005 W10, SOHO
90003513,       2005, C/2005 W11, SOHO
90003514,       2005, C/2005 W12, SOHO
90003515,       2005, C/2005 W13, SOHO
90003516,       2005, C/2005 W14, SOHO
90003517,       2005, C/2005 W15, SOHO
90003518,       2005, C/2005 W16, SOHO
90003519,       2005, C/2005 W17, SOHO
90003520,       2006,  C/2005 X1, Beshore
90003521,       2005,  C/2005 X2, SOHO
90003522,       2005,  C/2005 X3, SOHO
90003523,       2005,  C/2005 X4, SOHO
90003524,       2005,  C/2005 X5, SOHO
90003525,       2005,  C/2005 X6, SOHO
90003526,       2005,  C/2005 X7, SOHO
90003527,       2005,  C/2005 X8, SOHO
